Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,"3,635,102.72",0.06,"3,635,102.72","38,909.00",93.43,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
III,3I GROUP PLC,Financials,Equity,"3,629,976.42",0.06,"3,629,976.42","70,288.00",51.64,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"3,629,404.80",0.06,"3,629,404.80","15,885.00",228.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"3,602,104.50",0.06,"3,602,104.50","24,355.00",147.9,United States,NASDAQ,USD,1,USD,-
DHI,D R HORTON INC,Consumer Discretionary,Equity,"3,575,898.48",0.06,"3,575,898.48","20,104.00",177.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,Equity,"3,573,942.10",0.06,"3,573,942.10","32,456.00",110.12,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
NDA FI,NORDEA BANK,Financials,Equity,"3,562,874.82",0.06,"3,562,874.82","221,846.00",16.06,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
EXPN,EXPERIAN PLC,Industrials,Equity,"3,534,498.55",0.06,"3,534,498.55","67,728.00",52.19,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"3,533,482.20",0.06,"3,533,482.20","26,205.00",134.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
IFX,INFINEON TECHNOLOGIES AG,Information Technology,Equity,"3,524,530.77",0.06,"3,524,530.77","94,646.00",37.24,Germany,Xetra,USD,0.85,EUR,-
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,"3,522,674.91",0.06,"3,522,674.91","33,047.00",106.6,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"3,501,216.87",0.06,"3,501,216.87","54,123.00",64.69,United States,NASDAQ,USD,1,USD,-
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Equity,"3,499,656.80",0.06,"3,499,656.80","115,026.00",30.42,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
GLE,SOCIETE GENERALE SA,Financials,Equity,"3,491,267.66",0.06,"3,491,267.66","51,993.00",67.15,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"3,478,629.08",0.06,"3,478,629.08","15,572.00",223.39,United States,NASDAQ,USD,1,USD,-
MET,METLIFE INC,Financials,Equity,"3,456,994.68",0.06,"3,456,994.68","42,774.00",80.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
VOLV B,VOLVO CLASS B,Industrials,Equity,"3,417,628.40",0.06,"3,417,628.40","116,546.00",29.32,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
9434,SOFTBANK CORP,Communication,Equity,"3,358,009.01",0.06,"3,358,009.01","2,161,700.00",1.55,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"3,346,789.86",0.06,"3,346,789.86","42,402.00",78.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
GMG,GOODMAN GROUP UNITS,Real Estate,Equity,"3,337,100.98",0.06,"3,337,100.98","146,148.00",22.83,Australia,Asx - All Markets,USD,1.51,AUD,-
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"3,335,903.88",0.06,"3,335,903.88","6,711.00",497.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATCO A,ATLAS COPCO CLASS A,Industrials,Equity,"3,330,390.40",0.06,"3,330,390.40","197,540.00",16.86,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
ARGX,ARGENX,Health Care,Equity,"3,326,538.05",0.06,"3,326,538.05","4,402.00",755.69,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,EUR,-
GWW,WW GRAINGER INC,Industrials,Equity,"3,322,434.54",0.06,"3,322,434.54","3,309.00","1,004.06",United States,New York Stock Exchange Inc.,USD,1,USD,-
WCN,WASTE CONNECTIONS INC,Industrials,Equity,"3,319,975.92",0.06,"3,319,975.92","18,856.00",176.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
BKR,BAKER HUGHES CLASS A,Energy,Equity,"3,316,178.19",0.06,"3,316,178.19","71,331.00",46.49,United States,NASDAQ,USD,1,USD,-
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"3,291,815.52",0.06,"3,291,815.52","11,261.00",292.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"3,288,425.01",0.06,"3,288,425.01","42,393.00",77.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
DHL,DEUTSCHE POST AG,Industrials,Equity,"3,283,654.17",0.06,"3,283,654.17","72,805.00",45.1,Germany,Xetra,USD,0.85,EUR,-
BAS,BASF N,Materials,Equity,"3,283,226.23",0.06,"3,283,226.23","63,833.00",51.43,Germany,Xetra,USD,0.85,EUR,-
F,FORD MOTOR CO,Consumer Discretionary,Equity,"3,282,407.04",0.06,"3,282,407.04","281,028.00",11.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
HOLN,HOLCIM LTD AG,Materials,Equity,"3,272,248.02",0.06,"3,272,248.02","37,500.00",87.26,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
OKE,ONEOK INC,Energy,Equity,"3,251,893.80",0.06,"3,251,893.80","44,516.00",73.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Equity,"3,238,880.22",0.06,"3,238,880.22","53,432.00",60.62,Germany,Xetra,USD,0.85,EUR,-
MSCI,MSCI INC,Financials,Equity,"3,231,788.25",0.06,"3,231,788.25","5,541.00",583.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPRT,COPART INC,Industrials,Equity,"3,226,247.20",0.06,"3,226,247.20","66,658.00",48.4,United States,NASDAQ,USD,1,USD,-
7267,HONDA MOTOR LTD,Consumer Discretionary,Equity,"3,222,486.88",0.06,"3,222,486.88","288,500.00",11.17,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
O39,OVERSEA-CHINESE BANKING LTD,Financials,Equity,"3,210,837.04",0.06,"3,210,837.04","244,500.00",13.13,Singapore,Singapore Exchange,USD,1.28,SGD,-
HLN,HALEON PLC,Health Care,Equity,"3,195,900.94",0.06,"3,195,900.94","651,318.00",4.91,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
EXC,EXELON CORP,Utilities,Equity,"3,192,551.10",0.06,"3,192,551.10","73,595.00",43.38,United States,NASDAQ,USD,1,USD,-
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"3,169,105.20",0.05,"3,169,105.20","8,760.00",361.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
PAYX,PAYCHEX INC,Industrials,Equity,"3,164,546.42",0.05,"3,164,546.42","23,422.00",135.11,United States,NASDAQ,USD,1,USD,-
AME,AMETEK INC,Industrials,Equity,"3,159,485.55",0.05,"3,159,485.55","16,635.00",189.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"3,130,949.64",0.05,"3,130,949.64","12,714.00",246.26,United States,NASDAQ,USD,1,USD,-
DSV,DSV,Industrials,Equity,"3,129,857.58",0.05,"3,129,857.58","14,600.00",214.37,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.37,DKK,-
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"3,125,872.11",0.05,"3,125,872.11","165,653.00",18.87,United States,NASDAQ,USD,1,USD,-
6702,FUJITSU LTD,Information Technology,Equity,"3,122,803.45",0.05,"3,122,803.45","122,000.00",25.6,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
KR,KROGER,Consumer Staples,Equity,"3,119,760.36",0.05,"3,119,760.36","45,684.00",68.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
EA,ELECTRONIC ARTS INC,Communication,Equity,"3,110,769.48",0.05,"3,110,769.48","18,046.00",172.38,United States,NASDAQ,USD,1,USD,-
CABK,CAIXABANK SA,Financials,Equity,"3,088,412.81",0.05,"3,088,412.81","300,364.00",10.28,Spain,Bolsa De Madrid,USD,0.85,EUR,-
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"3,058,187.72",0.05,"3,058,187.72","14,452.00",211.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"3,057,681.10",0.05,"3,057,681.10","23,890.00",127.99,United States,NASDAQ,USD,1,USD,-
4568,DAIICHI SANKYO LTD,Health Care,Equity,"3,052,627.73",0.05,"3,052,627.73","127,200.00",24,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NA,NATIONAL BANK OF CANADA,Financials,Equity,"3,050,508.72",0.05,"3,050,508.72","28,269.00",107.91,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
EBAY,EBAY INC,Consumer Discretionary,Equity,"3,044,342.40",0.05,"3,044,342.40","33,528.00",90.8,United States,NASDAQ,USD,1,USD,-
XEL,XCEL ENERGY INC,Utilities,Equity,"3,038,157.00",0.05,"3,038,157.00","41,420.00",73.35,United States,NASDAQ,USD,1,USD,-
GLEN,GLENCORE PLC,Materials,Equity,"3,018,454.74",0.05,"3,018,454.74","733,524.00",4.12,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"3,011,151.99",0.05,"3,011,151.99","10,893.00",276.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,"3,006,290.61",0.05,"3,006,290.61","15,339.00",195.99,United States,NASDAQ,USD,1,USD,-
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"3,000,862.26",0.05,"3,000,862.26","20,074.00",149.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"2,971,217.08",0.05,"2,971,217.08","35,932.00",82.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCI,CROWN CASTLE INC,Real Estate,Equity,"2,956,422.27",0.05,"2,956,422.27","30,993.00",95.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
EOAN,E.ON N,Utilities,Equity,"2,952,912.93",0.05,"2,952,912.93","162,193.00",18.21,Germany,Xetra,USD,0.85,EUR,-
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"2,947,016.62",0.05,"2,947,016.62","3,533.00",834.14,United States,NASDAQ,USD,1,USD,-
LR,LEGRAND SA,Industrials,Equity,"2,943,057.41",0.05,"2,943,057.41","18,042.00",163.12,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
TGT,TARGET CORP,Consumer Staples,Equity,"2,934,405.24",0.05,"2,934,405.24","32,619.00",89.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
XYZ,BLOCK INC CLASS A,Financials,Equity,"2,927,260.77",0.05,"2,927,260.77","40,171.00",72.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,"2,926,086.02",0.05,"2,926,086.02","55,031.00",53.17,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
NDAQ,NASDAQ INC,Financials,Equity,"2,908,034.35",0.05,"2,908,034.35","30,953.00",93.95,United States,NASDAQ,USD,1,USD,-
6701,NEC CORP,Information Technology,Equity,"2,906,382.26",0.05,"2,906,382.26","92,800.00",31.32,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
ADYEN,ADYEN NV,Financials,Equity,"2,896,319.45",0.05,"2,896,319.45","1,836.00","1,577.52",Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
ETR,ENTERGY CORP,Utilities,Equity,"2,884,765.50",0.05,"2,884,765.50","31,950.00",90.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
GIVN,GIVAUDAN SA,Materials,Equity,"2,872,826.66",0.05,"2,872,826.66",671,"4,281.41",Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"2,871,197.32",0.05,"2,871,197.32","8,324.00",344.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYY,SYSCO CORP,Consumer Staples,Equity,"2,870,268.61",0.05,"2,870,268.61","35,309.00",81.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
2914,JAPAN TOBACCO INC,Consumer Staples,Equity,"2,865,514.14",0.05,"2,865,514.14","89,200.00",32.12,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
RMD,RESMED INC,Health Care,Equity,"2,863,484.00",0.05,"2,863,484.00","10,600.00",270.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"2,859,129.00",0.05,"2,859,129.00","20,946.00",136.5,United States,NASDAQ,USD,1,USD,-
TSCO,TESCO PLC,Consumer Staples,Equity,"2,840,263.62",0.05,"2,840,263.62","477,289.00",5.95,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
FICO,FAIR ISAAC CORP,Information Technology,Equity,"2,830,243.65",0.05,"2,830,243.65","1,833.00","1,544.05",United States,New York Stock Exchange Inc.,USD,1,USD,-
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"2,828,029.68",0.05,"2,828,029.68","22,617.00",125.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
VMC,VULCAN MATERIALS,Materials,Equity,"2,822,870.74",0.05,"2,822,870.74","9,571.00",294.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENGI,ENGIE SA,Utilities,Equity,"2,818,084.18",0.05,"2,818,084.18","132,037.00",21.34,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
STAN,STANDARD CHARTERED PLC,Financials,Equity,"2,793,944.84",0.05,"2,793,944.84","143,650.00",19.45,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"2,789,107.20",0.05,"2,789,107.20","11,715.00",238.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAL,ANGLO AMERICAN PLC,Materials,Equity,"2,786,010.95",0.05,"2,786,010.95","80,423.00",34.64,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
ENI,ENI,Energy,Equity,"2,782,880.37",0.05,"2,782,880.37","159,458.00",17.45,Italy,Borsa Italiana,USD,0.85,EUR,-
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"2,763,837.12",0.05,"2,763,837.12","20,856.00",132.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"2,742,198.80",0.05,"2,742,198.80","25,652.00",106.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALC,ALCON AG,Health Care,Equity,"2,739,202.31",0.05,"2,739,202.31","34,828.00",78.65,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
FNV,FRANCO NEVADA CORP,Materials,Equity,"2,737,585.63",0.05,"2,737,585.63","13,649.00",200.57,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
CAH,CARDINAL HEALTH INC,Health Care,Equity,"2,727,379.60",0.05,"2,727,379.60","17,915.00",152.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,"2,720,580.79",0.05,"2,720,580.79","67,597.00",40.25,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"2,707,485.48",0.05,"2,707,485.48","14,812.00",182.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,"2,677,495.85",0.05,"2,677,495.85","19,644.00",136.3,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
KVUE,KENVUE INC,Consumer Staples,Equity,"2,671,076.43",0.05,"2,671,076.43","140,657.00",18.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
8002,MARUBENI CORP,Industrials,Equity,"2,665,095.65",0.05,"2,665,095.65","112,000.00",23.8,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"2,665,510.53",0.05,"2,665,510.53","61,628.00",43.25,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
CSGP,COSTAR GROUP INC,Real Estate,Equity,"2,663,805.20",0.05,"2,663,805.20","30,689.00",86.8,United States,NASDAQ,USD,1,USD,-
PRU,PRUDENTIAL PLC,Financials,Equity,"2,645,494.52",0.05,"2,645,494.52","190,451.00",13.89,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"2,632,488.00",0.05,"2,632,488.00","10,040.00",262.2,United States,NASDAQ,USD,1,USD,-
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"2,623,002.12",0.05,"2,623,002.12","39,243.00",66.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
ASSA B,ASSA ABLOY B,Industrials,Equity,"2,607,085.20",0.04,"2,607,085.20","71,648.00",36.39,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"2,606,935.38",0.04,"2,606,935.38","4,233.00",615.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,Equity,"2,575,877.77",0.04,"2,575,877.77","32,302.00",79.74,Spain,Bolsa De Madrid,USD,0.85,EUR,-
STT,STATE STREET CORP,Financials,Equity,"2,569,816.20",0.04,"2,569,816.20","22,855.00",112.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCO,CAMECO CORP,Energy,Equity,"2,562,190.66",0.04,"2,562,190.66","32,814.00",78.08,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
ADS,ADIDAS N AG,Consumer Discretionary,Equity,"2,561,387.89",0.04,"2,561,387.89","12,340.00",207.57,Germany,Xetra,USD,0.85,EUR,-
SIKA,SIKA AG,Materials,Equity,"2,559,399.71",0.04,"2,559,399.71","11,025.00",232.15,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"2,558,648.52",0.04,"2,558,648.52","23,151.00",110.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"2,545,029.24",0.04,"2,545,029.24","20,651.00",123.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRGP,TARGA RESOURCES CORP,Energy,Equity,"2,543,783.82",0.04,"2,543,783.82","15,289.00",166.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
IFC,INTACT FINANCIAL CORP,Financials,Equity,"2,539,352.64",0.04,"2,539,352.64","12,652.00",200.71,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"2,537,073.56",0.04,"2,537,073.56","93,172.00",27.23,United States,NASDAQ,USD,1,USD,-
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"2,535,010.70",0.04,"2,535,010.70","39,181.00",64.7,United States,NASDAQ,USD,1,USD,-
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,"2,532,573.07",0.04,"2,532,573.07","1,437.00","1,762.40",Canada,Toronto Stock Exchange,USD,1.38,CAD,-
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"2,527,255.62",0.04,"2,527,255.62","28,377.00",89.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"2,521,526.28",0.04,"2,521,526.28","32,987.00",76.44,United States,NASDAQ,USD,1,USD,-
9432,NTT INC,Communication,Equity,"2,517,836.13",0.04,"2,517,836.13","2,302,300.00",1.09,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
XYL,XYLEM INC,Industrials,Equity,"2,505,010.35",0.04,"2,505,010.35","17,697.00",141.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
VICI,VICI PPTYS INC,Real Estate,Equity,"2,501,457.76",0.04,"2,501,457.76","75,436.00",33.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"2,486,523.16",0.04,"2,486,523.16","35,948.00",69.17,United States,NASDAQ,USD,1,USD,-
RJF,RAYMOND JAMES INC,Financials,Equity,"2,468,915.00",0.04,"2,468,915.00","14,500.00",170.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"2,466,941.95",0.04,"2,466,941.95","25,289.00",97.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
NRG,NRG ENERGY INC,Utilities,Equity,"2,462,379.92",0.04,"2,462,379.92","14,938.00",164.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"2,461,381.34",0.04,"2,461,381.34","13,147.00",187.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"2,459,078.80",0.04,"2,459,078.80","25,180.00",97.66,United States,NASDAQ,USD,1,USD,-
U11,UNITED OVERSEAS BANK LTD,Financials,Equity,"2,448,523.11",0.04,"2,448,523.11","89,000.00",27.51,Singapore,Singapore Exchange,USD,1.28,SGD,-
PCG,PG&E CORP,Utilities,Equity,"2,447,758.95",0.04,"2,447,758.95","158,431.00",15.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
NUE,NUCOR CORP,Materials,Equity,"2,446,627.15",0.04,"2,446,627.15","17,309.00",141.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTB,M&T BANK CORP,Financials,Equity,"2,438,878.40",0.04,"2,438,878.40","12,268.00",198.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,"2,436,000.00",0.04,"2,436,000.00","53,700.00",45.36,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"2,402,698.68",0.04,"2,402,698.68","7,092.00",338.79,United States,NASDAQ,USD,1,USD,-
G,ASSICURAZIONI GENERALI,Financials,Equity,"2,400,673.27",0.04,"2,400,673.27","61,978.00",38.73,Italy,Borsa Italiana,USD,0.85,EUR,-
HUM,HUMANA INC,Health Care,Equity,"2,397,564.12",0.04,"2,397,564.12","8,673.00",276.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"2,386,304.90",0.04,"2,386,304.90","25,865.00",92.26,United States,NASDAQ,USD,1,USD,-
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,"2,381,204.67",0.04,"2,381,204.67","100,700.00",23.65,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,"2,362,228.30",0.04,"2,362,228.30","39,868.00",59.25,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"2,361,455.81",0.04,"2,361,455.81","17,203.00",137.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"2,357,062.29",0.04,"2,357,062.29","38,889.00",60.61,United States,NASDAQ,USD,1,USD,-
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"2,337,884.45",0.04,"2,337,884.45","74,195.00",31.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"2,334,948.12",0.04,"2,334,948.12","12,366.00",188.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,"2,327,868.63",0.04,"2,327,868.63","19,400.00",119.99,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
HEI,HEIDELBERG MATERIALS AG,Materials,Equity,"2,327,926.07",0.04,"2,327,926.07","9,774.00",238.18,Germany,Xetra,USD,0.85,EUR,-
DD,DUPONT DE NEMOURS INC,Materials,Equity,"2,325,501.52",0.04,"2,325,501.52","30,088.00",77.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
BAYN,BAYER AG,Health Care,Equity,"2,320,762.91",0.04,"2,320,762.91","70,502.00",32.92,Germany,Xetra,USD,0.85,EUR,-
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"2,319,990.33",0.04,"2,319,990.33","50,799.00",45.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
IR,INGERSOLL RAND INC,Industrials,Equity,"2,319,498.81",0.04,"2,319,498.81","29,439.00",78.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
8053,SUMITOMO CORP,Industrials,Equity,"2,312,625.70",0.04,"2,312,625.70","79,000.00",29.27,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
8591,ORIX CORP,Financials,Equity,"2,305,671.24",0.04,"2,305,671.24","86,200.00",26.75,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
6301,KOMATSU LTD,Industrials,Equity,"2,304,233.62",0.04,"2,304,233.62","65,100.00",35.4,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"2,300,735.55",0.04,"2,300,735.55","79,785.00",28.84,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
6981,MURATA MANUFACTURING LTD,Information Technology,Equity,"2,281,109.19",0.04,"2,281,109.19","133,200.00",17.13,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
EFX,EQUIFAX INC,Industrials,Equity,"2,273,962.50",0.04,"2,273,962.50","8,874.00",256.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"2,266,992.90",0.04,"2,266,992.90","15,406.00",147.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
EBS,ERSTE GROUP BANK AG,Financials,Equity,"2,266,497.93",0.04,"2,266,497.93","23,342.00",97.1,Austria,Wiener Boerse Ag,USD,0.85,EUR,-
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"2,265,529.03",0.04,"2,265,529.03","204,500.00",11.08,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
WDS,WOODSIDE ENERGY GROUP LTD,Energy,Equity,"2,265,067.71",0.04,"2,265,067.71","140,770.00",16.09,Australia,Asx - All Markets,USD,1.51,AUD,-
WKL,WOLTERS KLUWER NV,Industrials,Equity,"2,250,390.66",0.04,"2,250,390.66","17,088.00",131.69,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"2,247,759.51",0.04,"2,247,759.51","29,823.00",75.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"2,243,035.73",0.04,"2,243,035.73","90,701.00",24.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
